MPN,Price_Qty,Unit_Price,MFG_Name,Supplier_Name,MFG_Lead_Time,On_Hand_Stock,Stock_Per_Price_Break,Packaging_Type,Date_Code,COO,MOQ,Currency,Main_Category,Distributor_Block,Disti_Part_Number,Region,scrape_time
68001-402HLF,859,$0.0419,Amphenol FCi,Quest Components,,6553,6553,,,,,USD,Connectors,Quest Components,,,2026-01-21 12:19
68001-402HLF,1,$0.0932,Amphenol FCi,Quest Components,,6553,6553,,,,,USD,Connectors,Quest Components,,,2026-01-21 12:19
68001-402HLF,19,$0.1400,Amphenol FCi,Quest Components,,47,47,,,,,USD,Connectors,Quest Components,,,2026-01-21 12:19
68001-402HLF,1,$0.2800,Amphenol FCi,Quest Components,,47,47,,,,,USD,Connectors,Quest Components,,,2026-01-21 12:19
68001-402HLF,19,$0.1400,Amphenol FCi,Quest Components,,33,33,,,,,USD,Connectors,Quest Components,,,2026-01-21 12:19
68001-402HLF,1,$0.2800,Amphenol FCi,Quest Components,,33,33,,,,,USD,Connectors,Quest Components,,,2026-01-21 12:19
68001-402HLF,1,$0.0932,Amphenol FCi,Quest Components,,4,4,,,,,USD,Connectors,Quest Components,,,2026-01-21 12:19
68001-402HLF,,,Amphenol FCi,Avnet Abacus,17 weeks,0,0,Bag,,,30000,,Connectors,Avnet Abacus,68001-402HLF,,2026-01-21 12:19
68001-402HLF,,,Amphenol FCi,Avnet Abacus,17 weeks,0,0,,,,30000,,Connectors,Avnet Abacus,68001-402HLF,,2026-01-21 12:19
68001-402HLF,1,$0.0800,Amphenol FCi,Avnet Americas,,0,0,Bulk,,France,1,USD,Connectors,Avnet Americas,75K3882,,2026-01-21 12:19
68001-402HLF,480000,$0.0421,Amphenol FCi,Avnet Americas,6 weeks,0,0,Bag,,France,30000,USD,Connectors,Avnet Americas,68001-402HLF,,2026-01-21 12:19
68001-402HLF,240000,$0.0432,Amphenol FCi,Avnet Americas,6 weeks,0,0,Bag,,France,30000,USD,Connectors,Avnet Americas,68001-402HLF,,2026-01-21 12:19
68001-402HLF,120000,$0.0443,Amphenol FCi,Avnet Americas,6 weeks,0,0,Bag,,France,30000,USD,Connectors,Avnet Americas,68001-402HLF,,2026-01-21 12:19
68001-402HLF,250000,$0.0389,Amphenol FCi,Master Electronics,,22617,22617,Bulk,,France,,USD,Connectors,Master Electronics,,,2026-01-21 12:19
68001-402HLF,150000,$0.0391,Amphenol FCi,Master Electronics,,22617,22617,Bulk,,France,,USD,Connectors,Master Electronics,,,2026-01-21 12:19
68001-402HLF,100000,$0.0393,Amphenol FCi,Master Electronics,,22617,22617,Bulk,,France,,USD,Connectors,Master Electronics,,,2026-01-21 12:19
JESD-609,500,$0.8600,Schurter Electronic Components,TME,,8219,8219,,,,1,USD,Circuit Protection,TME,JE-109DM,,2026-01-21 12:19
JESD-609,100,$0.9100,Schurter Electronic Components,TME,,8219,8219,,,,1,USD,Circuit Protection,TME,JE-109DM,,2026-01-21 12:19
JESD-609,20,$0.9800,Schurter Electronic Components,TME,,8219,8219,,,,1,USD,Circuit Protection,TME,JE-109DM,,2026-01-21 12:19
JESD-609,500,$0.8100,Schurter Electronic Components,TME,,1389,1389,,,,1,USD,Circuit Protection,TME,JE-109D,,2026-01-21 12:19
JESD-609,100,$0.8800,Schurter Electronic Components,TME,,1389,1389,,,,1,USD,Circuit Protection,TME,JE-109D,,2026-01-21 12:19
JESD-609,20,$0.9400,Schurter Electronic Components,TME,,1389,1389,,,,1,USD,Circuit Protection,TME,JE-109D,,2026-01-21 12:19
STM8L001J3M3,,,STMicroelectronics,Verical BNL,,1156,1156,Tube,,,,,Microcontrollers and Processors,Verical BNL,78406105,,2026-01-21 12:19
STM8L001J3M3,25000,$0.3964,STMicroelectronics,DigiKey,10 weeks,2452,2452,Reel,,,1,USD,Microcontrollers and Processors,DigiKey,497-STM8L001J3M3TRCT-ND,,2026-01-21 12:19
STM8L001J3M3,17500,$0.3997,STMicroelectronics,DigiKey,10 weeks,2452,2452,Reel,,,1,USD,Microcontrollers and Processors,DigiKey,497-STM8L001J3M3TRCT-ND,,2026-01-21 12:19
STM8L001J3M3,12500,$0.4031,STMicroelectronics,DigiKey,10 weeks,2452,2452,Reel,,,1,USD,Microcontrollers and Processors,DigiKey,497-STM8L001J3M3TRCT-ND,,2026-01-21 12:19
STM8L001J3M3,6000,$0.4118,STMicroelectronics,DigiKey,10 weeks,431,431,Tube,,,1,USD,Microcontrollers and Processors,DigiKey,497-18837-ND,,2026-01-21 12:19
STM8L001J3M3,4000,$0.4175,STMicroelectronics,DigiKey,10 weeks,431,431,Tube,,,1,USD,Microcontrollers and Processors,DigiKey,497-18837-ND,,2026-01-21 12:19
STM8L001J3M3,2000,$0.4288,STMicroelectronics,DigiKey,10 weeks,431,431,Tube,,,1,USD,Microcontrollers and Processors,DigiKey,497-18837-ND,,2026-01-21 12:19
STM8L001J3M3,1,$0.9000,STMicroelectronics,Mouser Electronics,,2330,2330,,,,,USD,Microcontrollers and Processors,Mouser Electronics,511-STM8L001J3M3,,2026-01-21 12:19
STM8L001J3M3,10,$0.6470,STMicroelectronics,Mouser Electronics,,2330,2330,,,,,USD,Microcontrollers and Processors,Mouser Electronics,511-STM8L001J3M3,,2026-01-21 12:19
STM8L001J3M3,25,$0.5840,STMicroelectronics,Mouser Electronics,,2330,2330,,,,,USD,Microcontrollers and Processors,Mouser Electronics,511-STM8L001J3M3,,2026-01-21 12:19
STM8L001J3M3,1,$0.9000,STMicroelectronics,Mouser Electronics,,1345,1345,,,,,USD,Microcontrollers and Processors,Mouser Electronics,511-STM8L001J3M3TR,,2026-01-21 12:19
STM8L001J3M3,10,$0.6470,STMicroelectronics,Mouser Electronics,,1345,1345,,,,,USD,Microcontrollers and Processors,Mouser Electronics,511-STM8L001J3M3TR,,2026-01-21 12:19
STM8L001J3M3,25,$0.5840,STMicroelectronics,Mouser Electronics,,1345,1345,,,,,USD,Microcontrollers and Processors,Mouser Electronics,511-STM8L001J3M3TR,,2026-01-21 12:19
STM8L001J3M3,4000,$0.3501,STMicroelectronics,Verical,,1156,1156,Tube,2337,,17,USD,Microcontrollers and Processors,Verical,78406105,Americas,2026-01-21 12:19
STM8L001J3M3,250,$0.3653,STMicroelectronics,Verical,,1156,1156,Tube,2337,,17,USD,Microcontrollers and Processors,Verical,78406105,Americas,2026-01-21 12:19
STM8L001J3M3,100,$0.3902,STMicroelectronics,Verical,,1156,1156,Tube,2337,,17,USD,Microcontrollers and Processors,Verical,78406105,Americas,2026-01-21 12:19
STM8L001J3M3,17,$0.5948,STMicroelectronics,Verical,,493,493,,2549,,17,USD,Microcontrollers and Processors,Verical,92586277,Americas,2026-01-21 12:19
STM8L001J3M3,,,STMicroelectronics,Verical BNL,,1156,1156,Tube,,,,,Microcontrollers and Processors,Verical BNL,78406105,,2026-01-21 12:19
STM8L001J3M3,100,$0.5580,STMicroelectronics,TME,,0,0,,,,1,USD,Microcontrollers and Processors,TME,STM8L001J3M3,,2026-01-21 12:19
STM8L001J3M3,25,$0.5700,STMicroelectronics,TME,,0,0,,,,1,USD,Microcontrollers and Processors,TME,STM8L001J3M3,,2026-01-21 12:19
STM8L001J3M3,10,$0.6630,STMicroelectronics,TME,,0,0,,,,1,USD,Microcontrollers and Processors,TME,STM8L001J3M3,,2026-01-21 12:19
STM8L001J3M3,16000,$0.3564,STMicroelectronics,Avnet Americas,10 weeks,0,0,Tray,,China,2000,USD,Microcontrollers and Processors,Avnet Americas,STM8L001J3M3,,2026-01-21 12:19
STM8L001J3M3,12000,$0.3629,STMicroelectronics,Avnet Americas,10 weeks,0,0,Tray,,China,2000,USD,Microcontrollers and Processors,Avnet Americas,STM8L001J3M3,,2026-01-21 12:19
STM8L001J3M3,8000,$0.3696,STMicroelectronics,Avnet Americas,10 weeks,0,0,Tray,,China,2000,USD,Microcontrollers and Processors,Avnet Americas,STM8L001J3M3,,2026-01-21 12:19
STM8L001J3M3,20000,$0.3859,STMicroelectronics,Avnet Americas,10 weeks,0,0,Reel,,France,2500,USD,Microcontrollers and Processors,Avnet Americas,STM8L001J3M3TR,,2026-01-21 12:19
STM8L001J3M3,15000,$0.3879,STMicroelectronics,Avnet Americas,10 weeks,0,0,Reel,,France,2500,USD,Microcontrollers and Processors,Avnet Americas,STM8L001J3M3TR,,2026-01-21 12:19
STM8L001J3M3,10000,$0.3899,STMicroelectronics,Avnet Americas,10 weeks,0,0,Reel,,France,2500,USD,Microcontrollers and Processors,Avnet Americas,STM8L001J3M3TR,,2026-01-21 12:19
STM8L001J3M3,490,$0.6151,STMicroelectronics,Win Source Electronics,,10000,10000,,,,,USD,Microcontrollers and Processors,Win Source Electronics,,,2026-01-21 12:19
STM8L001J3M3,365,$0.6861,STMicroelectronics,Win Source Electronics,,10000,10000,,,,,USD,Microcontrollers and Processors,Win Source Electronics,,,2026-01-21 12:19
STM8L001J3M3,285,$0.7097,STMicroelectronics,Win Source Electronics,,10000,10000,,,,,USD,Microcontrollers and Processors,Win Source Electronics,,,2026-01-21 12:19
STM8L001J3M3,,,STMicroelectronics,EBV Elektronik,11 weeks,2500,2500,,,,2500,,Microcontrollers and Processors,EBV Elektronik,STM8L001J3M3TR,,2026-01-21 12:19
STM8L001J3M3,,,STMicroelectronics,EBV Elektronik,11 weeks,0,0,Tube,,,100,,Microcontrollers and Processors,EBV Elektronik,STM8L001J3M3,,2026-01-21 12:19
STM8L001J3M3,,,STMicroelectronics,Avnet Silica,11 weeks,0,0,Tube,,,100,,Microcontrollers and Processors,Avnet Silica,STM8L001J3M3,,2026-01-21 12:19
STM8L001J3M3,,,STMicroelectronics,Avnet Silica,11 weeks,0,0,,,,2500,,Microcontrollers and Processors,Avnet Silica,STM8L001J3M3TR,,2026-01-21 12:19
T9-611P-8A,,,Schurter Electronic Components,Verical BNL,,2210,2210,,,,,,Circuit Protection,Verical BNL,83713203,,2026-01-21 12:19
T9-611P-8A,1,$1.4900,Schurter Electronic Components,Newark,,2210,2210,Bulk,,,1,USD,Circuit Protection,Newark,28K1542,,2026-01-21 12:19
T9-611P-8A,10,$1.4900,Schurter Electronic Components,Newark,,2210,2210,Bulk,,,1,USD,Circuit Protection,Newark,28K1542,,2026-01-21 12:19
T9-611P-8A,25,$1.4900,Schurter Electronic Components,Newark,,2210,2210,Bulk,,,1,USD,Circuit Protection,Newark,28K1542,,2026-01-21 12:19
T9-611P-8A,1000,$1.9203,Schurter Electronic Components,Verical,,2210,2210,,,,34,USD,Circuit Protection,Verical,83713203,Americas,2026-01-21 12:19
T9-611P-8A,500,$1.9684,Schurter Electronic Components,Verical,,2210,2210,,,,34,USD,Circuit Protection,Verical,83713203,Americas,2026-01-21 12:19
T9-611P-8A,250,$2.0235,Schurter Electronic Components,Verical,,2210,2210,,,,34,USD,Circuit Protection,Verical,83713203,Americas,2026-01-21 12:19
T9-611P-8A,500,$1.7900,Schurter Electronic Components,TME,,371,371,,,,1,USD,Circuit Protection,TME,T9-611P-8A,,2026-01-21 12:19
T9-611P-8A,100,$1.8100,Schurter Electronic Components,TME,,371,371,,,,1,USD,Circuit Protection,TME,T9-611P-8A,,2026-01-21 12:19
T9-611P-8A,1,$2.6100,Schurter Electronic Components,TME,,371,371,,,,1,USD,Circuit Protection,TME,T9-611P-8A,,2026-01-21 12:19
T9-611P-8A,,,Schurter Electronic Components,Verical BNL,,2210,2210,,,,,,Circuit Protection,Verical BNL,83713203,,2026-01-21 12:19
T9-611P-8A,108,$1.3132,Schurter Electronic Components,Quest Components,,224,224,,,,,USD,Circuit Protection,Quest Components,,,2026-01-21 12:19
T9-611P-8A,33,$1.4070,Schurter Electronic Components,Quest Components,,224,224,,,,,USD,Circuit Protection,Quest Components,,,2026-01-21 12:19
T9-611P-8A,1,$3.7520,Schurter Electronic Components,Quest Components,,224,224,,,,,USD,Circuit Protection,Quest Components,,,2026-01-21 12:19
68000-402HLF,,,Amphenol FCi,Arrow,,30000,30000,,,,,,Connectors,Arrow,V36:1790_06404875,,2026-01-21 12:19
68000-402HLF,10000,$0.1090,Amphenol FCi,DigiKey,99 weeks,13691,13691,Bag,,,1,USD,Connectors,DigiKey,609-3503-ND,,2026-01-21 12:19
68000-402HLF,5000,$0.1145,Amphenol FCi,DigiKey,99 weeks,13691,13691,Bag,,,1,USD,Connectors,DigiKey,609-3503-ND,,2026-01-21 12:19
68000-402HLF,1000,$0.1283,Amphenol FCi,DigiKey,99 weeks,13691,13691,Bag,,,1,USD,Connectors,DigiKey,609-3503-ND,,2026-01-21 12:19
68000-402HLF,,,Amphenol FCi,Avnet Asia,8 weeks,0,0,,,,30000,,Connectors,Avnet Asia,68000-402HLF,,2026-01-21 12:19
68000-402HLF,,,Amphenol FCi,Arrow,,30000,30000,,,,,,Connectors,Arrow,V36:1790_06404875,,2026-01-21 12:19
68000-402HLF,1,$0.2100,Amphenol FCi,Mouser Electronics,,6009,6009,,,,,USD,Connectors,Mouser Electronics,649-68000-402HLF,,2026-01-21 12:19
68000-402HLF,10,$0.1780,Amphenol FCi,Mouser Electronics,,6009,6009,,,,,USD,Connectors,Mouser Electronics,649-68000-402HLF,,2026-01-21 12:19
68000-402HLF,25,$0.1700,Amphenol FCi,Mouser Electronics,,6009,6009,,,,,USD,Connectors,Mouser Electronics,649-68000-402HLF,,2026-01-21 12:19
68000-402HLF,1000,$0.0832,Amphenol FCi,Arrow Electronics,6 weeks,30000,30000,,2540,France,1,USD,Connectors,Arrow Electronics,V36:1790_06404875,Americas,2026-01-21 12:19
68000-402HLF,500,$0.1135,Amphenol FCi,Arrow Electronics,6 weeks,30000,30000,,2540,France,1,USD,Connectors,Arrow Electronics,V36:1790_06404875,Americas,2026-01-21 12:19
68000-402HLF,100,$0.1147,Amphenol FCi,Arrow Electronics,6 weeks,30000,30000,,2540,France,1,USD,Connectors,Arrow Electronics,V36:1790_06404875,Americas,2026-01-21 12:19
68000-402HLF,1000,$0.0832,Amphenol FCi,Verical,,30000,30000,,2540,,71,USD,Connectors,Verical,91882766,Americas,2026-01-21 12:19
68000-402HLF,500,$0.1135,Amphenol FCi,Verical,,30000,30000,,2540,,71,USD,Connectors,Verical,91882766,Americas,2026-01-21 12:19
68000-402HLF,100,$0.1147,Amphenol FCi,Verical,,30000,30000,,2540,,71,USD,Connectors,Verical,91882766,Americas,2026-01-21 12:19
68000-402HLF,8000,$0.0953,Amphenol FCi,Verical,,9000,9000,,2104,,1000,USD,Connectors,Verical,84980341,Americas,2026-01-21 12:19
68000-402HLF,5000,$0.0969,Amphenol FCi,Verical,,9000,9000,,2104,,1000,USD,Connectors,Verical,84980341,Americas,2026-01-21 12:19
68000-402HLF,3000,$0.0992,Amphenol FCi,Verical,,9000,9000,,2104,,1000,USD,Connectors,Verical,84980341,Americas,2026-01-21 12:19
68000-402HLF,150000,$0.0788,Amphenol FCi,Onlinecomponentscom,,9034,9034,,,France,,USD,Connectors,Onlinecomponents.com,,,2026-01-21 12:19
68000-402HLF,100000,$0.0792,Amphenol FCi,Onlinecomponentscom,,9034,9034,,,France,,USD,Connectors,Onlinecomponents.com,,,2026-01-21 12:19
68000-402HLF,50000,$0.0796,Amphenol FCi,Onlinecomponentscom,,9034,9034,,,France,,USD,Connectors,Onlinecomponents.com,,,2026-01-21 12:19
68000-402HLF,10000,$0.0825,Amphenol FCi,Future Electronics,6 weeks,0,0,Bag,,,5000,USD,Connectors,Future Electronics,,,2026-01-21 12:19
68000-402HLF,3000,$0.0872,Amphenol FCi,Future Electronics,6 weeks,0,0,Bag,,,5000,USD,Connectors,Future Electronics,,,2026-01-21 12:19
68000-402HLF,1500,$0.0887,Amphenol FCi,Future Electronics,6 weeks,0,0,Bag,,,5000,USD,Connectors,Future Electronics,,,2026-01-21 12:19
68000-402HLF,30000,$0.0930,Amphenol FCi,TTI Asia,,0,0,Bulk,,,30000,USD,Connectors,TTI Asia,68000-402HLF,Asia,2026-01-21 12:19
68000-402HLF,100,$0.0910,Amphenol FCi,TTI,,6700,6700,Each,,,100,USD,Connectors,TTI,68000-402HLF,Americas,2026-01-21 12:19
68000-402HLF,500,$0.0900,Amphenol FCi,TTI,,6700,6700,Each,,,100,USD,Connectors,TTI,68000-402HLF,Americas,2026-01-21 12:19
68000-402HLF,1000,$0.0880,Amphenol FCi,TTI,,6700,6700,Each,,,100,USD,Connectors,TTI,68000-402HLF,Americas,2026-01-21 12:19
68000-402HLF,496,$0.1584,Amphenol FCi,TME,,750,750,,,,496,USD,Connectors,TME,68000402HLF-AMP-0,,2026-01-21 12:19
68000-402HLF,405,$4.5000,Amphenol FCi,Quest Components,,680,680,,,,,USD,Connectors,Quest Components,,,2026-01-21 12:19
68000-402HLF,181,$4.9500,Amphenol FCi,Quest Components,,680,680,,,,,USD,Connectors,Quest Components,,,2026-01-21 12:19
68000-402HLF,1,$9.0000,Amphenol FCi,Quest Components,,680,680,,,,,USD,Connectors,Quest Components,,,2026-01-21 12:19
68000-402HLF,1000,$0.0832,Amphenol FCi,Arrow Electronics,6 weeks,30000,30000,,2540,France,1,USD,Connectors,Arrow Electronics,V36:1790_06404875,Americas,2026-01-21 12:19
68000-402HLF,500,$0.1135,Amphenol FCi,Arrow Electronics,6 weeks,30000,30000,,2540,France,1,USD,Connectors,Arrow Electronics,V36:1790_06404875,Americas,2026-01-21 12:19
68000-402HLF,100,$0.1147,Amphenol FCi,Arrow Electronics,6 weeks,30000,30000,,2540,France,1,USD,Connectors,Arrow Electronics,V36:1790_06404875,Americas,2026-01-21 12:19
68000-402HLF,1000,$0.0832,Amphenol FCi,Verical,,30000,30000,,2540,France,71,USD,Connectors,Verical,91882766,Americas,2026-01-21 12:19
68000-402HLF,500,$0.1135,Amphenol FCi,Verical,,30000,30000,,2540,France,71,USD,Connectors,Verical,91882766,Americas,2026-01-21 12:19
68000-402HLF,100,$0.1147,Amphenol FCi,Verical,,30000,30000,,2540,France,71,USD,Connectors,Verical,91882766,Americas,2026-01-21 12:19
68000-402HLF,8000,$0.0953,Amphenol FCi,Verical,,9000,9000,,2104,France,1000,USD,Connectors,Verical,84980341,Americas,2026-01-21 12:19
68000-402HLF,5000,$0.0969,Amphenol FCi,Verical,,9000,9000,,2104,France,1000,USD,Connectors,Verical,84980341,Americas,2026-01-21 12:19
68000-402HLF,3000,$0.0992,Amphenol FCi,Verical,,9000,9000,,2104,France,1000,USD,Connectors,Verical,84980341,Americas,2026-01-21 12:19
68000-402HLF,1000,$0.0832,Amphenol FCi,Arrow Electronics,6 weeks,30000,30000,,2540,France,1,USD,Connectors,Arrow Electronics,V36:1790_06404875,Americas,2026-01-21 12:19
68000-402HLF,500,$0.1135,Amphenol FCi,Arrow Electronics,6 weeks,30000,30000,,2540,France,1,USD,Connectors,Arrow Electronics,V36:1790_06404875,Americas,2026-01-21 12:19
68000-402HLF,100,$0.1147,Amphenol FCi,Arrow Electronics,6 weeks,30000,30000,,2540,France,1,USD,Connectors,Arrow Electronics,V36:1790_06404875,Americas,2026-01-21 12:19
68000-402HLF,1000,$0.0832,Amphenol FCi,Verical,,30000,30000,,2540,France,71,USD,Connectors,Verical,91882766,Americas,2026-01-21 12:19
68000-402HLF,500,$0.1135,Amphenol FCi,Verical,,30000,30000,,2540,France,71,USD,Connectors,Verical,91882766,Americas,2026-01-21 12:19
68000-402HLF,100,$0.1147,Amphenol FCi,Verical,,30000,30000,,2540,France,71,USD,Connectors,Verical,91882766,Americas,2026-01-21 12:19
68000-402HLF,8000,$0.0953,Amphenol FCi,Verical,,9000,9000,,2104,France,1000,USD,Connectors,Verical,84980341,Americas,2026-01-21 12:19
68000-402HLF,5000,$0.0969,Amphenol FCi,Verical,,9000,9000,,2104,France,1000,USD,Connectors,Verical,84980341,Americas,2026-01-21 12:19
68000-402HLF,3000,$0.0992,Amphenol FCi,Verical,,9000,9000,,2104,France,1000,USD,Connectors,Verical,84980341,Americas,2026-01-21 12:19
68000-402HLF,,,Amphenol FCi,Bristol Electronics,,12,12,,,,,,Connectors,Bristol Electronics,,,2026-01-21 12:19
68000-402HLF,480000,$0.0853,Amphenol FCi,Avnet Americas,6 weeks,0,0,Bag,,France,30000,USD,Connectors,Avnet Americas,68000-402HLF,,2026-01-21 12:19
68000-402HLF,240000,$0.0874,Amphenol FCi,Avnet Americas,6 weeks,0,0,Bag,,France,30000,USD,Connectors,Avnet Americas,68000-402HLF,,2026-01-21 12:19
68000-402HLF,120000,$0.0897,Amphenol FCi,Avnet Americas,6 weeks,0,0,Bag,,France,30000,USD,Connectors,Avnet Americas,68000-402HLF,,2026-01-21 12:19
68000-402HLF,150000,$0.0788,Amphenol FCi,Master Electronics,,9034,9034,,,France,,USD,Connectors,Master Electronics,,,2026-01-21 12:19
68000-402HLF,100000,$0.0792,Amphenol FCi,Master Electronics,,9034,9034,,,France,,USD,Connectors,Master Electronics,,,2026-01-21 12:19
68000-402HLF,50000,$0.0796,Amphenol FCi,Master Electronics,,9034,9034,,,France,,USD,Connectors,Master Electronics,,,2026-01-21 12:19
68000-402HLF,,,Amphenol FCi,Avnet Abacus,18 weeks,0,0,,,,30000,,Connectors,Avnet Abacus,68000-402HLF,,2026-01-21 12:19
1KS190-176GG,1000,$3.3219,Advanced Interconnections Corp,DigiKey,20 weeks,1826,1826,Bulk,,,1,USD,Sockets,DigiKey,679-3950-ND,,2026-01-21 12:19
1KS190-176GG,500,$3.4226,Advanced Interconnections Corp,DigiKey,20 weeks,1826,1826,Bulk,,,1,USD,Sockets,DigiKey,679-3950-ND,,2026-01-21 12:19
1KS190-176GG,300,$3.4988,Advanced Interconnections Corp,DigiKey,20 weeks,1826,1826,Bulk,,,1,USD,Sockets,DigiKey,679-3950-ND,,2026-01-21 12:19
1KS190-176GG,1,$4.3800,Advanced Interconnections Corp,Mouser Electronics,,1200,1200,,,,,USD,Sockets,Mouser Electronics,642-1KS1116,,2026-01-21 12:19
1KS190-176GG,10,$3.9700,Advanced Interconnections Corp,Mouser Electronics,,1200,1200,,,,,USD,Sockets,Mouser Electronics,642-1KS1116,,2026-01-21 12:19
1KS190-176GG,20,$3.8100,Advanced Interconnections Corp,Mouser Electronics,,1200,1200,,,,,USD,Sockets,Mouser Electronics,642-1KS1116,,2026-01-21 12:19
1KS190-176GG,5000,$2.2600,Advanced Interconnections Corp,Onlinecomponentscom,,12,12,,,Denmark,,USD,Sockets,Onlinecomponents.com,,,2026-01-21 12:19
1KS190-176GG,2500,$2.4300,Advanced Interconnections Corp,Onlinecomponentscom,,12,12,,,Denmark,,USD,Sockets,Onlinecomponents.com,,,2026-01-21 12:19
1KS190-176GG,1000,$2.6200,Advanced Interconnections Corp,Onlinecomponentscom,,12,12,,,Denmark,,USD,Sockets,Onlinecomponents.com,,,2026-01-21 12:19
1KS190-176GG,1000,$1.8500,Advanced Interconnections Corp,TME,,0,0,,,,1000,USD,Sockets,TME,MEC1KS1116,,2026-01-21 12:19
1KS190-176GG,5000,$2.2600,Advanced Interconnections Corp,Master Electronics,,12,12,,,Denmark,,USD,Sockets,Master Electronics,,,2026-01-21 12:19
1KS190-176GG,2500,$2.4300,Advanced Interconnections Corp,Master Electronics,,12,12,,,Denmark,,USD,Sockets,Master Electronics,,,2026-01-21 12:19
1KS190-176GG,1000,$2.6200,Advanced Interconnections Corp,Master Electronics,,12,12,,,Denmark,,USD,Sockets,Master Electronics,,,2026-01-21 12:19
JESD-609,500,$0.8600,Central Components Manufacturing,TME,,8219,8219,,,,1,USD,Switches,TME,JE-109DM,,2026-01-21 12:19
